GeneID,TranscriptIDCluster,TranscriptLength,TSL,Path,MinimumConservation,MinimumTranscriptFraction,MinimumTranscriptWeightedConservation,ConservationSum,TranscriptFractionSum,TranscriptWeightedConservationSum,MeanConservation,MeanTranscriptFraction,MeanTranscriptWeightedConservation,PathGeneNumber
ENSXETG00000006199,ENSXETT00000096523,403,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/23_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,8.771929824561402,0.125,1400.0,1038.5964912280701,10.595714285714285,82.3529411764706,61.09391124871001,0.6232773109243697,1
ENSDARG00000102730,ENSDART00000160711,472,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/31_0/12_0/15_0/15_1/15_2/5_0/5_1/stop,20.0,3.508771929824561,0.1,1840.0,1350.8771929824554,14.268571428571429,87.61904761904762,64.32748538011694,0.6794557823129251,1
ENSMUSG00000046709,ENSMUST00000133069,252,2.0,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/4_1/stop,20.0,3.508771929824561,0.05714285714285714,1040.0,777.1929824561402,8.277857142857142,86.66666666666667,64.76608187134502,0.6898214285714285,1
ENSG00000109339,ENST00000641051/ENST00000641066/ENST00000641157/ENST00000641207/ENST00000641341/ENST00000641462/ENST00000641647/ENST00000641823/ENST00000641902/ENST00000641952/ENST00000641983,464,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,12.280701754385964,0.05,1900.0,1433.3333333333328,14.580714285714286,90.47619047619048,68.25396825396824,0.6943197278911565,1
ENSG00000109339,ENST00000395166/ENST00000638225/ENST00000641110/ENST00000641283/ENST00000641287/ENST00000641297/ENST00000641391/ENST00000641657/ENST00000641724/ENST00000641737/ENST00000641803/ENST00000641911/ENST00000641943/ENST00000642009/ENST00000642015/ENST00000642103,426,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,12.280701754385964,0.05,1580.0,1252.6315789473679,12.487857142857143,87.77777777777777,69.59064327485379,0.6937698412698413,1
ENSG00000109339,ENST00000641553/ENST00000641718/ENST00000641831,464,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,12.280701754385964,0.05,1860.0,1328.0701754385962,13.409285714285716,88.57142857142857,63.241436925647434,0.6385374149659864,1
ENSDARG00000102730,ENSDART00000162834,430,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/31_0/12_0/36_0/15_0/15_1/15_2/stop,20.0,1.7543859649122806,0.05,1620.0,1187.7192982456138,12.733571428571429,81.0,59.3859649122807,0.6366785714285714,1
ENSG00000109339,ENST00000641166,426,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,12.280701754385964,0.05,1540.0,1147.3684210526314,11.316428571428572,85.55555555555556,63.74269005847954,0.6286904761904762,1
ENSXETG00000006199,ENSXETT00000086349,468,,start/0_10/18_0/18_1/9_0/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,3.508771929824561,0.05,1800.0,1321.0526315789468,13.65857142857143,81.81818181818181,60.047846889952126,0.6208441558441559,1
ENSDARG00000102730,ENSDART00000161289,433,,start/0_1/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/36_0/31_0/12_0/15_0/15_1/15_2/stop,20.0,1.7543859649122806,0.05,1720.0,1243.859649122807,13.320000000000002,78.18181818181819,56.53907496012759,0.6054545454545455,1
ENSXETG00000006199,ENSXETT00000079600,487,,start/0_10/18_0/18_1/9_0/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/23_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,3.508771929824561,0.05,1740.0,1263.1578947368416,13.282142857142857,75.65217391304348,54.9199084668192,0.5774844720496894,1
ENSMUSG00000046709,ENSMUST00000112846,418,1.0,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/0_6/stop,20.0,1.7543859649122806,0.02857142857142857,1740.0,1331.5789473684206,13.772142857142857,91.57894736842105,70.08310249307478,0.7248496240601504,1
ENSMUSG00000046709,ENSMUST00000112848,494,1.0,start/17_0/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/stop,20.0,1.7543859649122806,0.02857142857142857,1940.0,1396.4912280701749,14.483571428571429,88.18181818181819,63.47687400318977,0.6583441558441558,1
ENSMUSG00000046709,ENSMUST00000128869,178,1.0,start/35_0/8_1/8_2/21_0/7_0/7_1/4_0/4_1/stop,20.0,1.7543859649122806,0.02857142857142857,580.0,482.45614035087715,5.057142857142856,64.44444444444444,53.60623781676413,0.5619047619047619,1
ENSXETG00000006199,ENSXETT00000068922,427,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/15_3/10_0/stop,20.0,1.7543859649122806,0.025,1440.0,1152.6315789473679,11.697142857142858,84.70588235294117,67.80185758513932,0.6880672268907562,1
ENSXETG00000006199,ENSXETT00000064743,420,,start/0_10/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/23_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,1.7543859649122806,0.025,1600.0,1238.5964912280697,12.949285714285713,80.0,61.92982456140349,0.6474642857142856,1
ENSXETG00000006199,ENSXETT00000091467,369,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/12_0/26_0/stop,20.0,1.7543859649122806,0.025,1080.0,796.4912280701756,7.984285714285715,83.07692307692308,61.26855600539812,0.6141758241758242,1
ENSXETG00000006199,ENSXETT00000069287,478,,start/8_0/16_0/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/23_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,1.7543859649122806,0.025,1820.0,1305.2631578947364,13.71642857142857,79.1304347826087,56.75057208237985,0.5963664596273291,1
ENSTRUG00000013056,ENSTRUT00000033253,415,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/13_0/stop,20.0,1.7543859649122806,0.02,1420.0,1150.8771929824557,11.662142857142856,88.75,71.9298245614035,0.7288839285714286,1
ENSTRUG00000013056,ENSTRUT00000090372,537,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/2_0/stop,20.0,1.7543859649122806,0.02,1900.0,1412.2807017543853,14.520714285714284,90.47619047619048,67.25146198830407,0.6914625850340135,1
ENSTRUG00000013056,ENSTRUT00000060956,421,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/12_1/25_0/stop,20.0,1.7543859649122806,0.02,1460.0,1084.2105263157891,11.258571428571427,85.88235294117646,63.777089783281724,0.6622689075630253,1
ENSTRUG00000013056,ENSTRUT00000085018,423,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/28_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1360.0,1092.9824561403505,11.1,80.0,64.29308565531475,0.6529411764705882,1
ENSTRUG00000013056,ENSTRUT00000060459,470,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/32_0/12_0/15_0/15_1/15_2/5_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1840.0,1361.4035087719294,14.174285714285714,83.63636363636364,61.88197767145134,0.6442857142857142,1
ENSTRUG00000013056,ENSTRUT00000079042,487,,start/20_0/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1940.0,1412.2807017543855,14.582142857142857,84.34782608695652,61.40350877192981,0.6340062111801242,1
ENSTRUG00000013056,ENSTRUT00000077148,467,,start/0_9/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1940.0,1412.2807017543855,14.582142857142857,84.34782608695652,61.40350877192981,0.6340062111801242,1
ENSTRUG00000013056,ENSTRUT00000086504,441,,start/34_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1600.0,1180.7017543859647,11.959285714285715,80.0,59.03508771929823,0.5979642857142857,1
ENSTRUG00000013056,ENSTRUT00000061332,426,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/4_2/29_0/0_8/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_7/stop,20.0,1.7543859649122806,0.02,1460.0,1119.298245614035,11.267857142857142,73.0,55.96491228070174,0.5633928571428571,1
ENSG00000109339,ENST00000641864,384,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/15_4/stop,20.0,3.508771929824561,0.014285714285714285,1420.0,1154.3859649122805,11.650714285714285,88.75,72.14912280701753,0.7281696428571428,1
ENSG00000109339,ENST00000641485,422,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/15_4/stop,20.0,3.508771929824561,0.014285714285714285,1740.0,1335.0877192982455,13.743571428571428,91.57894736842105,70.26777469990766,0.7233458646616541,1
ENSG00000109339,ENST00000641047/ENST00000642006,308,,start/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,3.508771929824561,0.014285714285714285,1240.0,996.4912280701753,10.008571428571427,88.57142857142857,71.17794486215537,0.7148979591836734,1
ENSG00000109339,ENST00000642023,360,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/3_0/11_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,3.508771929824561,0.014285714285714285,1320.0,1064.912280701754,10.677857142857144,88.0,70.99415204678363,0.7118571428571427,1
ENSG00000109339,ENST00000641052,371,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/24_0/stop,20.0,3.508771929824561,0.014285714285714285,1120.0,905.2631578947367,9.134285714285713,86.15384615384616,69.63562753036436,0.7026373626373625,1
ENSG00000109339,ENST00000361569/ENST00000641405/ENST00000641493/ENST00000641762,409,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/24_0/stop,20.0,3.508771929824561,0.014285714285714285,1440.0,1085.9649122807018,11.227142857142857,90.0,67.87280701754386,0.7016964285714284,1
ENSG00000109339,ENST00000641010,473,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/8_3/stop,20.0,3.508771929824561,0.014285714285714285,1900.0,1415.7894736842102,14.509285714285713,90.47619047619048,67.41854636591478,0.6909183673469388,1
ENSG00000109339,ENST00000641324,435,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/8_3/stop,20.0,3.508771929824561,0.014285714285714285,1580.0,1235.0877192982452,12.41642857142857,87.77777777777777,68.6159844054581,0.6898015873015872,1
ENSG00000109339,ENST00000641677,425,,start/0_3/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,3.508771929824561,0.014285714285714285,1860.0,1364.9122807017538,14.046428571428573,88.57142857142857,64.99582289055972,0.6688775510204082,1
ENSG00000109339,ENST00000641384,402,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,3.508771929824561,0.014285714285714285,1400.0,1115.7894736842102,11.022142857142859,82.3529411764706,65.63467492260061,0.6483613445378151,1
ENSG00000109339,ENST00000641217/ENST00000641607,350,,start/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,3.508771929824561,0.014285714285714285,1320.0,1047.3684210526314,10.352857142857143,82.5,65.46052631578948,0.6470535714285713,1
ENSG00000109339,ENST00000641459,467,,start/0_3/18_0/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_2/stop,20.0,3.508771929824561,0.014285714285714285,1940.0,1415.78947368421,14.390714285714287,84.34782608695652,61.55606407322653,0.6256832298136646,1
ENSG00000109339,ENST00000641954,451,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/14_0/stop,20.0,1.7543859649122806,0.007142857142857143,1740.0,1331.5789473684206,13.729285714285716,91.57894736842105,70.08310249307478,0.7225939849624061,1
ENSG00000109339,ENST00000642013,376,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/33_0/stop,20.0,1.7543859649122806,0.007142857142857143,1340.0,1007.017543859649,10.586428571428574,89.33333333333333,67.13450292397661,0.7057619047619049,1
ENSG00000109339,ENST00000641102,551,,start/18_1/6_0/6_1/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/1_0/stop,20.0,1.7543859649122806,0.007142857142857143,1900.0,1412.2807017543853,14.495000000000001,90.47619047619048,67.25146198830407,0.6902380952380953,1
ENSG00000109339,ENST00000641020,363,,start/22_0/8_1/8_2/21_0/7_0/7_1/4_0/19_0/3_0/11_0/12_0/15_0/15_1/15_2/36_0/stop,20.0,1.7543859649122806,0.007142857142857143,1360.0,1087.7192982456138,10.972857142857142,85.0,67.98245614035088,0.6858035714285714,1
ENSG00000109339,ENST00000641903,427,,start/6_2/8_1/8_2/21_0/7_0/7_1/4_0/19_1/3_0/11_0/12_0/15_0/15_1/15_2/5_0/5_1/0_5/stop,20.0,1.7543859649122806,0.007142857142857143,1540.0,1126.315789473684,11.230714285714287,85.55555555555556,62.57309941520467,0.6239285714285715,1
ENSG00000109339,ENST00000641881,241,,start/7_1/4_0/19_0/3_0/11_0/12_0/36_0/stop,20.0,1.7543859649122806,0.007142857142857143,620.0,438.59649122807014,4.349285714285714,77.5,54.82456140350877,0.5436607142857143,1
ENSG00000109339,ENST00000641858,61,,start/12_0/15_0/15_1/15_2/27_0/stop,20.0,1.7543859649122806,0.007142857142857143,360.0,254.38596491228066,2.5378571428571424,60.0,42.39766081871344,0.4229761904761904,1
ENSG00000109339,ENST00000641777,79,,start/18_1/6_0/6_1/6_2/0_4/stop,20.0,1.7543859649122806,0.007142857142857143,440.0,214.03508771929822,2.3635714285714284,73.33333333333333,35.67251461988304,0.3939285714285714,1
