;repository;method;msa;clustering;nRF;nwk;true_nwk;time
11;11;GIGA;true_msa;nil;0.3;"(((((transcript_4-13_ppan:0,transcript_5-13_ptro:0)1:0,transcript_6-13_hsap:0)1:0,((((transcript_4-20_ppan:0,transcript_5-20_ptro:0)1:0,(transcript_4-0_ppan:0,transcript_5-0_ptro:0)1:0)0:0,(transcript_4-19_ppan:0,transcript_5-19_ptro:0)1:0)1:0,transcript_6-0_hsap:0)1:0)1:0,transcript_7-0_ggor:0)1:0,transcript_8-0_pabe:0);";"((((((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,(transcript_4-0_ppan:1,transcript_5-0_ptro:1)1:1)1:1,transcript_6-0_hsap:1)1:1)1:1,transcript_7-0_ggor:1)1:1,transcript_8-0_pabe:1);";0.064727783203125
12;12;GIGA;true_msa;nil;0.727;"(((((transcript_7-59_ENSMUSG00000036980:0,(transcript_8-68_ENSRNOG00000001355:0,transcript_8-59_ENSRNOG00000001355:0)1:0)1:0.001,(transcript_7-43_ENSMUSG00000036980:0,transcript_8-43_ENSRNOG00000001355:0)1:0)1:0,(transcript_10-43_ENSG00000106290:0,transcript_11-43_ENSPTRG00000019474:0)1:0)1:0,transcript_12-43_ENSDARG00000102998:0)1:0,(((transcript_7-38_ENSMUSG00000036980:0,transcript_8-38_ENSRNOG00000001355:0)1:0,(transcript_10-38_ENSG00000106290:0,transcript_11-38_ENSPTRG00000019474:0)1:0)1:0,transcript_12-38_ENSDARG00000102998:0)1:0);";"(((((transcript_7-59_ENSMUSG00000036980:1,transcript_8-59_ENSRNOG00000001355:1)1:1,(transcript_7-43_ENSMUSG00000036980:1,transcript_8-43_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-43_ENSG00000106290:1,transcript_11-43_ENSPTRG00000019474:1)1:1)1:1,transcript_12-43_ENSDARG00000102998:1)1:1,(((transcript_7-38_ENSMUSG00000036980:1,(transcript_8-68_ENSRNOG00000001355:1,transcript_8-38_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-38_ENSG00000106290:1,transcript_11-38_ENSPTRG00000019474:1)1:1)1:1,transcript_12-38_ENSDARG00000102998:1)1:1);";0.08031630516052246
13;13;GIGA;true_msa;nil;0.33299999999999996;"(((((transcript_4-18_ppan:0,transcript_5-18_ptro:0)1:0,transcript_6-12_hsap:0)1:0,((transcript_4-1_ppan:0,transcript_5-1_ptro:0)1:0,transcript_6-1_hsap:0)1:0)1:0,transcript_7-1_ggor:0)1:0,transcript_8-1_pabe:0);";"((((((transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,transcript_6-12_hsap:1)1:1,transcript_7-1_ggor:1)1:1,transcript_8-1_pabe:1);";0.053058385848999016
14;14;GIGA;true_msa;nil;0.0;"((transcript_6-2_hsap:0,(transcript_7-32_ggor:0,transcript_7-2_ggor:0)1:0)1:0,transcript_8-2_pabe:0);";"((transcript_6-2_hsap:1,(transcript_7-32_ggor:1,transcript_7-2_ggor:1)1:1)1:1,transcript_8-2_pabe:1);";0.08881378173828125
15;15;GIGA;true_msa;nil;0.33299999999999996;"((((transcript_4-21_ppan:0,transcript_5-21_ptro:0)1:0,(transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0)0:0,(transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0)0:0,(transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0);";"(((transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1,((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1);";0.07048487663269043
16;16;GIGA;true_msa;nil;0.0;"(((((transcript_4-11_ppan:0,transcript_5-11_ptro:0)1:0,transcript_6-11_hsap:0)1:0,((transcript_4-1_ppan:0,transcript_5-1_ptro:0)1:0,transcript_6-1_hsap:0)1:0)1:0,transcript_7-1_ggor:0)1:0,transcript_8-1_pabe:0);";"(((((transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1,transcript_6-11_hsap:1)1:1,((transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1,transcript_6-1_hsap:1)1:1)1:1,transcript_7-1_ggor:1)1:1,transcript_8-1_pabe:1);";0.0633094310760498
17;17;GIGA;true_msa;nil;0.467;"((((((transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0,transcript_6-10_hsap:0)1:0,(((((transcript_4-22_ppan:0,transcript_5-22_ptro:0)1:0,(transcript_4-9_ppan:0,transcript_5-9_ptro:0)1:0)0:0,(transcript_4-21_ppan:0,transcript_5-21_ptro:0)1:0)0:0,(transcript_4-18_ppan:0,transcript_5-18_ptro:0)1:0)1:0,transcript_6-2_hsap:0)1:0)0:0,((transcript_4-10_ppan:0,transcript_5-10_ptro:0)1:0,transcript_6-9_hsap:0)1:0)1:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0);";"(((((((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1)1:1,((transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1,(transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1)1:1)1:1,transcript_6-9_hsap:1)1:1,((((transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1,transcript_6-10_hsap:1)1:1,transcript_6-2_hsap:1)1:1)1:1,transcript_7-2_ggor:1)1:1,transcript_8-2_pabe:1);";0.06788516044616699
18;18;GIGA;true_msa;nil;0.0;"((((((transcript_4-20_ppan:0,transcript_5-20_ptro:0)1:0,(transcript_4-3_ppan:0,transcript_5-3_ptro:0)1:0)0:0,(transcript_4-19_ppan:0,transcript_5-19_ptro:0)1:0)1:0,transcript_6-3_hsap:0)1:0,transcript_7-3_ggor:0)1:0,transcript_8-3_pabe:0);";"(((((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,((transcript_4-20_ppan:1,transcript_5-20_ptro:1)1:1,(transcript_4-3_ppan:1,transcript_5-3_ptro:1)1:1)1:1)1:1,transcript_6-3_hsap:1)1:1,transcript_7-3_ggor:1)1:1,transcript_8-3_pabe:1);";0.06361865997314453
19;19;GIGA;true_msa;nil;0.0;"(((transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0,(transcript_4-13_ppan:0,transcript_5-13_ptro:0)1:0)0:0,(transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0);";"((transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1,((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1);";0.06358814239501953
20;20;GIGA;true_msa;nil;0.321;"((((((((transcript_7-45_ENSMUSG00000036980:0,(transcript_10-45_ENSG00000106290:0,transcript_11-45_ENSPTRG00000019474:0)1:0)1:0,transcript_12-45_ENSDARG00000102998:0)1:0,((transcript_7-36_ENSMUSG00000036980:0,(transcript_10-36_ENSG00000106290:0,transcript_11-36_ENSPTRG00000019474:0)1:0)1:0,((transcript_12-80_ENSDARG00000102998:0,transcript_12-36_ENSDARG00000102998:0)0:0,transcript_12-79_ENSDARG00000102998:0)1:0)1:0)0:0,((transcript_7-44_ENSMUSG00000036980:0,(transcript_10-44_ENSG00000106290:0,transcript_11-44_ENSPTRG00000019474:0)1:0)1:0,transcript_12-44_ENSDARG00000102998:0)1:0)0:0,((transcript_7-42_ENSMUSG00000036980:0,(transcript_10-42_ENSG00000106290:0,transcript_11-42_ENSPTRG00000019474:0)1:0)1:0,transcript_12-42_ENSDARG00000102998:0)1:0)0:0,((transcript_7-41_ENSMUSG00000036980:0,(transcript_10-41_ENSG00000106290:0,transcript_11-41_ENSPTRG00000019474:0)1:0)1:0,transcript_12-41_ENSDARG00000102998:0)1:0)0:0,((transcript_7-40_ENSMUSG00000036980:0,(transcript_10-40_ENSG00000106290:0,transcript_11-40_ENSPTRG00000019474:0)1:0)1:0,transcript_12-40_ENSDARG00000102998:0)1:0)0:0,((transcript_7-39_ENSMUSG00000036980:0,(transcript_10-39_ENSG00000106290:0,transcript_11-39_ENSPTRG00000019474:0)1:0)1:0,transcript_12-39_ENSDARG00000102998:0)1:0);";"(((((transcript_7-44_ENSMUSG00000036980:1,(transcript_10-44_ENSG00000106290:1,transcript_11-44_ENSPTRG00000019474:1)1:1)1:1,transcript_12-44_ENSDARG00000102998:1)1:1,((transcript_7-42_ENSMUSG00000036980:1,(transcript_10-42_ENSG00000106290:1,transcript_11-42_ENSPTRG00000019474:1)1:1)1:1,transcript_12-42_ENSDARG00000102998:1)1:1)1:1,(((transcript_7-45_ENSMUSG00000036980:1,(transcript_10-45_ENSG00000106290:1,transcript_11-45_ENSPTRG00000019474:1)1:1)1:1,(transcript_12-79_ENSDARG00000102998:1,(transcript_12-80_ENSDARG00000102998:1,transcript_12-45_ENSDARG00000102998:1)1:1)1:1)1:1,((transcript_7-39_ENSMUSG00000036980:1,(transcript_10-39_ENSG00000106290:1,transcript_11-39_ENSPTRG00000019474:1)1:1)1:1,transcript_12-39_ENSDARG00000102998:1)1:1)1:1)1:1,((((transcript_7-41_ENSMUSG00000036980:1,(transcript_10-41_ENSG00000106290:1,transcript_11-41_ENSPTRG00000019474:1)1:1)1:1,transcript_12-41_ENSDARG00000102998:1)1:1,((transcript_7-40_ENSMUSG00000036980:1,(transcript_10-40_ENSG00000106290:1,transcript_11-40_ENSPTRG00000019474:1)1:1)1:1,transcript_12-40_ENSDARG00000102998:1)1:1)1:1,((transcript_7-36_ENSMUSG00000036980:1,(transcript_10-36_ENSG00000106290:1,transcript_11-36_ENSPTRG00000019474:1)1:1)1:1,transcript_12-36_ENSDARG00000102998:1)1:1)1:1);";0.2390420436859131
21;21;GIGA;true_msa;nil;0.0;"((transcript_7-53_ENSMUSG00000036980:0,(transcript_10-53_ENSG00000106290:0,transcript_11-53_ENSPTRG00000019474:0)1:0)1:0,transcript_12-53_ENSDARG00000102998:0);";"((transcript_7-53_ENSMUSG00000036980:1,(transcript_10-53_ENSG00000106290:1,transcript_11-53_ENSPTRG00000019474:1)1:1)1:1,transcript_12-53_ENSDARG00000102998:1);";0.047794342041015625
22;22;GIGA;true_msa;nil;0.625;"(((transcript_4-15_ppan:0,transcript_5-15_ptro:0)1:0,transcript_8-34_pabe:0)1:0,(((((transcript_4-17_ppan:0,transcript_5-17_ptro:0)1:0,(transcript_4-2_ppan:0,transcript_5-2_ptro:0)1:0)1:0,transcript_6-2_hsap:0)1:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0)1:0);";"((((((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,(transcript_4-2_ppan:1,transcript_5-2_ptro:1)1:1)1:1,transcript_6-2_hsap:1)1:1,transcript_7-2_ggor:1)1:1,(transcript_8-34_pabe:1,transcript_8-2_pabe:1)1:1);";0.06720757484436035
23;23;GIGA;true_msa;nil;0.6;"(((transcript_4-16_ppan:0,transcript_5-16_ptro:0)1:0,transcript_7-27_ggor:0)1:0,(((transcript_4-7_ppan:0,transcript_5-7_ptro:0)1:0,transcript_6-7_hsap:0)1:0,transcript_7-7_ggor:0)1:0);";"((((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1,transcript_6-7_hsap:1)1:1,(transcript_7-27_ggor:1,transcript_7-7_ggor:1)1:1);";0.0744619369506836
24;24;GIGA;true_msa;nil;0.0;"(((((transcript_4-12_ppan:0,transcript_5-12_ptro:0)1:0,(transcript_4-1_ppan:0,transcript_5-1_ptro:0)1:0)1:0,transcript_6-1_hsap:0)1:0,transcript_7-1_ggor:0)1:0,transcript_8-1_pabe:0);";"(((((transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1,(transcript_4-1_ppan:1,transcript_5-1_ptro:1)1:1)1:1,transcript_6-1_hsap:1)1:1,transcript_7-1_ggor:1)1:1,transcript_8-1_pabe:1);";0.0518038272857666
25;25;GIGA;true_msa;nil;0.75;"((((((transcript_4-23_ppan:0,transcript_5-23_ptro:0)1:0,transcript_6-45_hsap:0)1:0,transcript_8-58_pabe:0)1:0,((((((((transcript_4-32_ppan:0,transcript_5-32_ptro:0)1:0,((transcript_4-37_ppan:0,transcript_4-2_ppan:0)1:0,transcript_5-2_ptro:0)1:0)0:0,(transcript_4-31_ppan:0,transcript_5-31_ptro:0)1:0)0:0,(transcript_4-26_ppan:0,transcript_5-26_ptro:0)1:0)0:0,(transcript_4-25_ppan:0,transcript_5-25_ptro:0)1:0)1:0,transcript_6-2_hsap:0)1:0,transcript_7-2_ggor:0)1:0,transcript_8-2_pabe:0)1:0)0:0,(((transcript_4-20_ppan:0,transcript_5-20_ptro:0)1:0,transcript_6-43_hsap:0)1:0,transcript_8-56_pabe:0)1:0)0:0,(((transcript_4-19_ppan:0,transcript_5-19_ptro:0)1:0,transcript_6-42_hsap:0)1:0,transcript_8-55_pabe:0)1:0);";"((((((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1)1:1,(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,((transcript_4-32_ppan:1,transcript_5-32_ptro:1)1:1,((transcript_4-37_ppan:1,transcript_4-20_ppan:1)1:1,transcript_5-20_ptro:1)1:1)1:1)1:1,(((transcript_4-31_ppan:1,transcript_5-31_ptro:1)1:1,(transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1)1:1,(transcript_4-2_ppan:1,transcript_5-2_ptro:1)1:1)1:1)1:1)1:1,(transcript_6-42_hsap:1,(transcript_6-43_hsap:1,(transcript_6-45_hsap:1,transcript_6-2_hsap:1)1:1)1:1)1:1)1:1,transcript_7-2_ggor:1)1:1,((transcript_8-58_pabe:1,transcript_8-55_pabe:1)1:1,(transcript_8-56_pabe:1,transcript_8-2_pabe:1)1:1)1:1);";0.11611771583557128
