GeneID	TranscriptID	ProteinID	Strand	ExonID	ExonRegionStart	ExonRegionEnd	ExonRank	cDNA_CodingStart	cDNA_CodingEnd	GenomicCodingStart	GenomicCodingEnd	StartPhase	EndPhase
ENSG00000007372	ENST00000638914	ENSP00000492315	-1	ENSE00003701932	31793438	31793553	12	1428	1543	31793438	31793553	1	0
ENSG00000007372	ENST00000638914	ENSP00000492315	-1	ENSE00003700637	31790710	31790860	13	1544	1694	31790710	31790860	0	1
ENSG00000007372	ENST00000638914	ENSP00000492315	-1	ENSE00001213516	31784792	31790019	14	1695	1780	31789934	31790019	1	-1
ENSG00000007372	ENST00000638914	ENSP00000492315	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000638914	ENSP00000492315	-1	ENSE00001479873	31817809	31817961	1					-1	-1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00002523992	31806402	31806462	4	436	445	31806402	31806411	-1	1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003602163	31802704	31802834	5	446	576	31802704	31802834	1	0
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003523920	31801561	31801776	6	577	792	31801561	31801776	0	0
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003695229	31800691	31800856	7	793	958	31800691	31800856	0	1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003698739	31794630	31794788	8	959	1117	31794630	31794788	1	1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003696657	31794032	31794114	9	1118	1200	31794032	31794114	1	0
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003697187	31793652	31793802	10	1201	1351	31793652	31793802	0	1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003701932	31793438	31793553	11	1352	1467	31793438	31793553	1	0
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003700637	31790710	31790860	12	1468	1618	31790710	31790860	0	1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00001432138	31811213	31811331	1					-1	-1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000640610	ENSP00000491295	-1	ENSE00003807020	31788908	31790019	13	1619	1704	31789934	31790019	1	-1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00002523992	31806402	31806462	3	282	291	31806402	31806411	-1	1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003602163	31802704	31802834	4	292	422	31802704	31802834	1	0
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003523920	31801561	31801776	5	423	638	31801561	31801776	0	0
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003695229	31800691	31800856	6	639	804	31800691	31800856	0	1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003698739	31794630	31794788	7	805	963	31794630	31794788	1	1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003696657	31794032	31794114	8	964	1046	31794032	31794114	1	0
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003697187	31793652	31793802	9	1047	1197	31793652	31793802	0	1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003701932	31793438	31793553	10	1198	1313	31793438	31793553	1	0
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003700637	31790710	31790860	11	1314	1464	31790710	31790860	0	1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00001479873	31817809	31817961	1					-1	-1
ENSG00000007372	ENST00000379132	ENSP00000368427	-1	ENSE00003807020	31788908	31790019	12	1465	1550	31789934	31790019	1	-1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00002523992	31806402	31806462	3	891	900	31806402	31806411	-1	1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003602163	31802704	31802834	4	901	1031	31802704	31802834	1	0
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003523920	31801561	31801776	5	1032	1247	31801561	31801776	0	0
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003695229	31800691	31800856	6	1248	1413	31800691	31800856	0	1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003698739	31794630	31794788	7	1414	1572	31794630	31794788	1	1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003696657	31794032	31794114	8	1573	1655	31794032	31794114	1	0
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003697187	31793652	31793802	9	1656	1806	31793652	31793802	0	1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003701932	31793438	31793553	10	1807	1922	31793438	31793553	1	0
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003700637	31790710	31790860	11	1923	2073	31790710	31790860	0	1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00001479794	31809906	31810667	1					-1	-1
ENSG00000007372	ENST00000379109	ENSP00000368403	-1	ENSE00003809562	31788911	31790019	12	2074	2159	31789934	31790019	1	-1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00002523992	31806402	31806462	3	282	291	31806402	31806411	-1	1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003602163	31802704	31802834	4	292	422	31802704	31802834	1	0
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003512677	31801871	31801912	5	423	464	31801871	31801912	0	0
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003523920	31801561	31801776	6	465	680	31801561	31801776	0	0
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003695229	31800691	31800856	7	681	846	31800691	31800856	0	1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003698739	31794630	31794788	8	847	1005	31794630	31794788	1	1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003696657	31794032	31794114	9	1006	1088	31794032	31794114	1	0
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003697187	31793652	31793802	10	1089	1239	31793652	31793802	0	1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003701932	31793438	31793553	11	1240	1355	31793438	31793553	1	0
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003700637	31790710	31790860	12	1356	1506	31790710	31790860	0	1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00001479873	31817809	31817961	1					-1	-1
ENSG00000007372	ENST00000379129	ENSP00000368424	-1	ENSE00003807235	31788912	31790019	13	1507	1592	31789934	31790019	1	-1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00002523992	31806402	31806462	3	446	455	31806402	31806411	-1	1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003602163	31802704	31802834	4	456	586	31802704	31802834	1	0
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003523920	31801561	31801776	5	587	802	31801561	31801776	0	0
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003695229	31800691	31800856	6	803	968	31800691	31800856	0	1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003698739	31794630	31794788	7	969	1127	31794630	31794788	1	1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003696657	31794032	31794114	8	1128	1210	31794032	31794114	1	0
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003697187	31793652	31793802	9	1211	1361	31793652	31793802	0	1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003701932	31793438	31793553	10	1362	1477	31793438	31793553	1	0
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003700637	31790710	31790860	11	1478	1628	31790710	31790860	0	1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003804679	31810828	31811144	1					-1	-1
ENSG00000007372	ENST00000639916	ENSP00000490963	-1	ENSE00003810826	31789026	31790019	12	1629	1714	31789934	31790019	1	-1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00002523992	31806402	31806462	4	525	534	31806402	31806411	-1	1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003602163	31802704	31802834	5	535	665	31802704	31802834	1	0
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003512677	31801871	31801912	6	666	707	31801871	31801912	0	0
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003523920	31801561	31801776	7	708	923	31801561	31801776	0	0
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003695229	31800691	31800856	8	924	1089	31800691	31800856	0	1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003698739	31794630	31794788	9	1090	1248	31794630	31794788	1	1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003696657	31794032	31794114	10	1249	1331	31794032	31794114	1	0
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003697187	31793652	31793802	11	1332	1482	31793652	31793802	0	1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003701932	31793438	31793553	12	1483	1598	31793438	31793553	1	0
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003700637	31790710	31790860	13	1599	1749	31790710	31790860	0	1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003810826	31789026	31790019	14	1750	1835	31789934	31790019	1	-1
ENSG00000007372	ENST00000640368	ENSP00000492024	-1	ENSE00003807426	31811115	31811322	1					-1	-1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00002523992	31806402	31806462	3	860	869	31806402	31806411	-1	1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003698739	31794630	31794788	4	870	1028	31794630	31794788	1	1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003696657	31794032	31794114	5	1029	1111	31794032	31794114	1	0
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003697187	31793652	31793802	6	1112	1262	31793652	31793802	0	1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003701932	31793438	31793553	7	1263	1378	31793438	31793553	1	0
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003807548	31812093	31812823	1					-1	-1
ENSG00000007372	ENST00000638685	ENSP00000492316	-1	ENSE00003806400	31789026	31790019	8	1379	1768	31789630	31790019	0	-1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00001098662	31806849	31806925	2					-1	-1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00002523992	31806402	31806462	3	529	538	31806402	31806411	-1	1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003602163	31802704	31802834	4	539	669	31802704	31802834	1	0
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003512677	31801871	31801912	5	670	711	31801871	31801912	0	0
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003523920	31801561	31801776	6	712	927	31801561	31801776	0	0
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003695229	31800691	31800856	7	928	1093	31800691	31800856	0	1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003698739	31794630	31794788	8	1094	1252	31794630	31794788	1	1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003696657	31794032	31794114	9	1253	1335	31794032	31794114	1	0
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003697187	31793652	31793802	10	1336	1486	31793652	31793802	0	1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003701932	31793438	31793553	11	1487	1602	31793438	31793553	1	0
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00003700637	31790710	31790860	12	1603	1753	31790710	31790860	0	1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00001479788	31809906	31810305	1					-1	-1
ENSG00000007372	ENST00000379107	ENSP00000368401	-1	ENSE00002170607	31789194	31790019	13	1754	1839	31789934	31790019	1	-1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00002523992	31806402	31806462	4	408	417	31806402	31806411	-1	1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003602163	31802704	31802834	5	418	548	31802704	31802834	1	0
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003512677	31801871	31801912	6	549	590	31801871	31801912	0	0
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003523920	31801561	31801776	7	591	806	31801561	31801776	0	0
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003695229	31800691	31800856	8	807	972	31800691	31800856	0	1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003698739	31794630	31794788	9	973	1131	31794630	31794788	1	1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003696657	31794032	31794114	10	1132	1214	31794032	31794114	1	0
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003697187	31793652	31793802	11	1215	1365	31793652	31793802	0	1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003701932	31793438	31793553	12	1366	1481	31793438	31793553	1	0
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003700637	31790710	31790860	13	1482	1632	31790710	31790860	0	1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003712689	31812093	31812183	1					-1	-1
ENSG00000007372	ENST00000639409	ENSP00000492476	-1	ENSE00003810060	31789202	31790019	14	1633	1718	31789934	31790019	1	-1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00002523992	31806402	31806462	4	511	520	31806402	31806411	-1	1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003602163	31802704	31802834	5	521	651	31802704	31802834	1	0
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003512677	31801871	31801912	6	652	693	31801871	31801912	0	0
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003523920	31801561	31801776	7	694	909	31801561	31801776	0	0
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003695229	31800691	31800856	8	910	1075	31800691	31800856	0	1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003698739	31794630	31794788	9	1076	1234	31794630	31794788	1	1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003696657	31794032	31794114	10	1235	1317	31794032	31794114	1	0
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003697187	31793652	31793802	11	1318	1468	31793652	31793802	0	1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003701932	31793438	31793553	12	1469	1584	31793438	31793553	1	0
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003700637	31790710	31790860	13	1585	1735	31790710	31790860	0	1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003810060	31789202	31790019	14	1736	1821	31789934	31790019	1	-1
ENSG00000007372	ENST00000640975	ENSP00000491872	-1	ENSE00003807418	31812149	31812342	1					-1	-1
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003602163	31802704	31802834	2	56	186	31802704	31802834	1	0
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003523920	31801561	31801776	3	187	402	31801561	31801776	0	0
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003695229	31800691	31800856	4	403	568	31800691	31800856	0	1
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003698739	31794630	31794788	5	569	727	31794630	31794788	1	1
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003696657	31794032	31794114	6	728	810	31794032	31794114	1	0
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003697187	31793652	31793802	7	811	961	31793652	31793802	0	1
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003701932	31793438	31793553	8	962	1077	31793438	31793553	1	0
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003804007	31806402	31806456	1	46	55	31806402	31806411	-1	1
ENSG00000007372	ENST00000638963	ENSP00000491948	-1	ENSE00003803470	31789517	31790019	9	1078	1467	31789630	31790019	0	-1
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00003696657	31794032	31794114	3	289	371	31794032	31794114	1	0
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00003697187	31793652	31793802	4	372	522	31793652	31793802	0	1
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00003701932	31793438	31793553	5	523	638	31793438	31793553	1	0
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00003700637	31790710	31790860	6	639	789	31790710	31790860	0	1
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00001919883	31817809	31817937	1					-1	-1
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00003806986	31794630	31794788	2	210	288	31794630	31794708	-1	1
ENSG00000007372	ENST00000638965	ENSP00000492769	-1	ENSE00001822613	31789830	31790019	7	790	875	31789934	31790019	1	-1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00001098662	31806849	31806925	3					-1	-1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00002523992	31806402	31806462	4	447	456	31806402	31806411	-1	1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003602163	31802704	31802834	5	457	587	31802704	31802834	1	0
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003523920	31801561	31801776	6	588	803	31801561	31801776	0	0
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003695229	31800691	31800856	7	804	969	31800691	31800856	0	1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003698739	31794630	31794788	8	970	1128	31794630	31794788	1	1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003696657	31794032	31794114	9	1129	1211	31794032	31794114	1	0
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003697187	31793652	31793802	10	1212	1362	31793652	31793802	0	1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003701932	31793438	31793553	11	1363	1478	31793438	31793553	1	0
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003700637	31790710	31790860	12	1479	1629	31790710	31790860	0	1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00001004114	31810828	31811015	2					-1	-1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00003810855	31817809	31817938	1					-1	-1
ENSG00000007372	ENST00000241001	ENSP00000241001	-1	ENSE00002201673	31789913	31790019	13	1630	1715	31789934	31790019	1	-1
