;dataset;method;label;dist;nRF;nhx;solution_number;true_phylogenies;time
26_0_1;26;MinEvolRec;yes;max;0.958;"((transcript_6-10_hsap:0.00660945[&&NHX:label=speciation],(transcript_5-10_ptro:0[&&NHX:label=speciation],transcript_5-16_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((transcript_6-9_hsap:0.00660945[&&NHX:label=speciation],transcript_5-9_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_6-13_hsap:0.00660945[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_6-7_hsap:0.00660945[&&NHX:label=speciation],(((transcript_4-30_ppan:0.00307243[&&NHX:label=speciation],transcript_5-30_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((((transcript_4-17_ppan:0[&&NHX:label=speciation],transcript_4-7_ppan:0.0025[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-28_ppan:0.006[&&NHX:label=speciation],(transcript_4-18_ppan:0.004[&&NHX:label=speciation],transcript_4-24_ppan:0.004[&&NHX:label=speciation])1:0.002[&&NHX:label=creation])1:0[&&NHX:label=creation],transcript_4-13_ppan:0.0025[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.00125[&&NHX:label=creation],transcript_4-27_ppan:0.00375[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-16_ppan:0[&&NHX:label=speciation],transcript_4-10_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_4-9_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],(((transcript_5-24_ptro:0.004[&&NHX:label=speciation],(transcript_5-27_ptro:0[&&NHX:label=speciation],transcript_5-18_ptro:0.004[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.002[&&NHX:label=creation],transcript_5-28_ptro:0.006[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-17_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-7_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";0;"(((transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1,transcript_6-9_hsap:1)1:1,((((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,((((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,(transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1)1:1,transcript_6-10_hsap:1)1:1,((((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1)1:1);";3.139880657196045
26_1_1;26;MinEvolRec;yes;max;0.958;"((transcript_6-10_hsap:0.00660945[&&NHX:label=speciation],(transcript_5-10_ptro:0[&&NHX:label=speciation],transcript_5-16_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((transcript_6-13_hsap:0.00660945[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_6-7_hsap:0.00660945[&&NHX:label=speciation],(((transcript_4-30_ppan:0.00307243[&&NHX:label=speciation],transcript_5-30_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((((transcript_4-17_ppan:0[&&NHX:label=speciation],transcript_4-7_ppan:0.0025[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-28_ppan:0.006[&&NHX:label=speciation],(transcript_4-18_ppan:0.004[&&NHX:label=speciation],transcript_4-24_ppan:0.004[&&NHX:label=speciation])1:0.002[&&NHX:label=creation])1:0[&&NHX:label=creation],transcript_4-13_ppan:0.0025[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.00125[&&NHX:label=creation],transcript_4-27_ppan:0.00375[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-16_ppan:0[&&NHX:label=speciation],transcript_4-10_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_4-9_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],(((transcript_5-24_ptro:0.004[&&NHX:label=speciation],(transcript_5-27_ptro:0[&&NHX:label=speciation],transcript_5-18_ptro:0.004[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.002[&&NHX:label=creation],transcript_5-28_ptro:0.006[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-17_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-7_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],(transcript_6-9_hsap:0.00660945[&&NHX:label=speciation],transcript_5-9_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";1;"(((transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1,transcript_6-9_hsap:1)1:1,((((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,((((transcript_4-28_ppan:1,transcript_5-28_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,(transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1)1:1,transcript_6-10_hsap:1)1:1,((((transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,transcript_6-13_hsap:1)1:1,(((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1)1:1);";3.139880657196045
27_0_1;27;MinEvolRec;yes;max;0.6;"((((((transcript_4-38_ppan:0.00307243[&&NHX:label=speciation],transcript_5-38_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-32_ppan:0.00307243[&&NHX:label=speciation],transcript_5-32_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-39_ppan:0.00307243[&&NHX:label=speciation],transcript_5-39_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-30_ppan:0.00307243[&&NHX:label=speciation],transcript_5-30_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],((transcript_4-34_ppan:0.00307243[&&NHX:label=speciation],transcript_5-34_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-19_ppan:0.00307243[&&NHX:label=speciation],transcript_5-19_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation],((transcript_6-14_hsap:0[&&NHX:label=speciation],transcript_6-49_hsap:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_6-19_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],(((transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],(transcript_6-50_hsap:0[&&NHX:label=speciation],transcript_6-15_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((transcript_4-9_ppan:0.00307243[&&NHX:label=speciation],transcript_5-9_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-9_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";0;"(((((transcript_4-39_ppan:1,transcript_5-39_ptro:1)1:1,(transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1)1:1,transcript_6-19_hsap:1)1:1,(transcript_6-49_hsap:1,(transcript_6-50_hsap:1,transcript_6-14_hsap:1)1:1)1:1)1:1,(((((transcript_4-34_ppan:1,transcript_5-34_ptro:1)1:1,(transcript_4-32_ppan:1,transcript_5-32_ptro:1)1:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,transcript_6-15_hsap:1)1:1,((((transcript_4-38_ppan:1,transcript_5-38_ptro:1)1:1,(transcript_4-30_ppan:1,transcript_5-30_ptro:1)1:1)1:1,(transcript_4-9_ppan:1,transcript_5-9_ptro:1)1:1)1:1,transcript_6-9_hsap:1)1:1)1:1);";1.869372844696045
28_0_1;28;MinEvolRec;yes;max;0.25;"((transcript_4-21_ppan:0.00307243[&&NHX:label=speciation],transcript_5-21_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-26_ppan:0.00307243[&&NHX:label=speciation],transcript_5-26_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";0;"((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1);";0.08209466934204102
28_1_1;28;MinEvolRec;yes;max;0.25;"((transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-21_ppan:0.00307243[&&NHX:label=speciation],transcript_5-21_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-26_ppan:0.00307243[&&NHX:label=speciation],transcript_5-26_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";1;"((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1);";0.08209466934204102
29_0_1;29;MinEvolRec;yes;max;0.375;"((transcript_4-33_ppan:0.00307243[&&NHX:label=speciation],transcript_5-33_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-29_ppan:0.00307243[&&NHX:label=speciation],transcript_5-29_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";0;"(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1)1:1)1:1);";0.6555056571960449
29_1_1;29;MinEvolRec;yes;max;0.375;"((transcript_4-33_ppan:0.00307243[&&NHX:label=speciation],transcript_5-33_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-29_ppan:0.00307243[&&NHX:label=speciation],transcript_5-29_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";1;"(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1)1:1)1:1);";0.6555056571960449
29_2_1;29;MinEvolRec;yes;max;0.375;"((transcript_4-33_ppan:0.00307243[&&NHX:label=speciation],transcript_5-33_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-29_ppan:0.00307243[&&NHX:label=speciation],transcript_5-29_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";2;"(((transcript_4-33_ppan:1,transcript_5-33_ptro:1)1:1,(transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1)1:1)1:1);";0.6555056571960449
30_0_1;30;MinEvolRec;yes;max;0.0;"(((transcript_6-0_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-14_ppan:0.00307243[&&NHX:label=speciation],transcript_5-14_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-0_ppan:0.00307243[&&NHX:label=speciation],transcript_5-0_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-0_ggor:0.0156763[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],transcript_8-0_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";0;"(((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,(transcript_4-0_ppan:1,transcript_5-0_ptro:1)1:1)1:1,transcript_6-0_hsap:1)1:1,transcript_7-0_ggor:1)1:1,transcript_8-0_pabe:1);";0.07581329345703125
31_0_1;31;MinEvolRec;yes;max;0.6;"((transcript_8-39_pabe:0.0172631[&&NHX:label=speciation],(transcript_7-32_ggor:0[&&NHX:label=speciation],((transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_6-4_hsap:0.00660945[&&NHX:label=speciation],(((transcript_4-13_ppan:0.00307243[&&NHX:label=speciation],transcript_5-13_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-12_ppan:0.00307243[&&NHX:label=speciation],transcript_5-12_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-4_ppan:0.00307243[&&NHX:label=speciation],transcript_5-4_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-4_ggor:0.0156763[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],transcript_8-4_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";0;"(((((transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1,(((transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1,(transcript_4-13_ppan:1,transcript_5-13_ptro:1)1:1)1:1,((transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1,((transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1,(transcript_4-4_ppan:1,transcript_5-4_ptro:1)1:1)1:1)1:1)1:1)1:1,transcript_6-4_hsap:1)1:1,(transcript_7-32_ggor:1,transcript_7-4_ggor:1)1:1)1:1,(transcript_8-39_pabe:1,transcript_8-4_pabe:1)1:1);";0.9598991870880127
32_0_1;32;MinEvolRec;yes;max;0.867;"(transcript_7-5_ggor:0.0156763[&&NHX:label=speciation],(((transcript_4-5_ppan:0.00307243[&&NHX:label=speciation],transcript_5-5_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation],transcript_6-5_hsap:0.00660945[&&NHX:label=speciation])1:0.0175688[&&NHX:label=speciation],((((transcript_4-21_ppan:0[&&NHX:label=speciation],transcript_4-12_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_5-12_ptro:0[&&NHX:label=speciation],transcript_5-21_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0430055[&&NHX:label=speciation],(transcript_6-38_hsap:0[&&NHX:label=speciation],transcript_6-12_hsap:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((((transcript_4-23_ppan:0[&&NHX:label=speciation],transcript_4-14_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_4-26_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_5-26_ptro:0[&&NHX:label=speciation],(transcript_5-23_ptro:0[&&NHX:label=speciation],transcript_5-14_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0430055[&&NHX:label=speciation],transcript_6-14_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";0;"(((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,transcript_6-14_hsap:1)1:1,(((transcript_4-23_ppan:1,transcript_5-23_ptro:1)1:1,(transcript_4-12_ppan:1,transcript_5-12_ptro:1)1:1)1:1,transcript_6-12_hsap:1)1:1)1:1,((((transcript_4-26_ppan:1,transcript_5-26_ptro:1)1:1,(transcript_4-21_ppan:1,transcript_5-21_ptro:1)1:1)1:1,(transcript_4-5_ppan:1,transcript_5-5_ptro:1)1:1)1:1,(transcript_6-38_hsap:1,transcript_6-5_hsap:1)1:1)1:1)1:1,transcript_7-5_ggor:1);";0.6264429092407227
33_0_1;33;MinEvolRec;yes;max;0.25;"((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";0;"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1);";0.09894919395446777
33_1_1;33;MinEvolRec;yes;max;0.25;"((transcript_4-16_ppan:0.00307243[&&NHX:label=speciation],transcript_5-16_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((transcript_4-25_ppan:0.00307243[&&NHX:label=speciation],transcript_5-25_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-22_ppan:0.00307243[&&NHX:label=speciation],transcript_5-22_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";1;"((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-16_ppan:1,transcript_5-16_ptro:1)1:1)1:1);";0.09894919395446777
34_0_1;34;MinEvolRec;yes;max;0.0;"((transcript_4-17_ppan:0.00307243[&&NHX:label=speciation],transcript_5-17_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";0;"((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-17_ppan:1,transcript_5-17_ptro:1)1:1);";0.03495430946350098
35_0_1;35;MinEvolRec;yes;max;0.0;"(((transcript_6-2_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-19_ppan:0.00307243[&&NHX:label=speciation],transcript_5-19_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-2_ppan:0.00307243[&&NHX:label=speciation],transcript_5-2_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-2_ggor:0.0156763[&&NHX:label=speciation])1:0.00836254[&&NHX:label=speciation],transcript_8-2_pabe:0.0172631[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";0;"(((((transcript_4-19_ppan:1,transcript_5-19_ptro:1)1:1,(transcript_4-2_ppan:1,transcript_5-2_ptro:1)1:1)1:1,transcript_6-2_hsap:1)1:1,transcript_7-2_ggor:1)1:1,transcript_8-2_pabe:1);";0.07855629920959473
36_0_1;36;MinEvolRec;yes;max;0.25;"((transcript_6-6_hsap:0.00660945[&&NHX:label=speciation],(((transcript_4-24_ppan:0.00307243[&&NHX:label=speciation],transcript_5-24_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-14_ppan:0.00307243[&&NHX:label=speciation],transcript_5-14_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],((transcript_4-15_ppan:0.00307243[&&NHX:label=speciation],transcript_5-15_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-6_ppan:0.00307243[&&NHX:label=speciation],transcript_5-6_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],transcript_7-6_ggor:0.0156763[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";0;"((((transcript_4-14_ppan:1,transcript_5-14_ptro:1)1:1,(((transcript_4-24_ppan:1,transcript_5-24_ptro:1)1:1,(transcript_4-15_ppan:1,transcript_5-15_ptro:1)1:1)1:1,(transcript_4-6_ppan:1,transcript_5-6_ptro:1)1:1)1:1)1:1,transcript_6-6_hsap:1)1:1,transcript_7-6_ggor:1);";0.27795863151550293
37_0_1;37;MinEvolRec;yes;max;0.778;"(transcript_7-7_ggor:0.0156763[&&NHX:label=speciation],((transcript_6-7_hsap:0.00660945[&&NHX:label=speciation],((transcript_4-27_ppan:0.00307243[&&NHX:label=speciation],transcript_5-27_ptro:0.00246757[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(transcript_4-7_ppan:0.00307243[&&NHX:label=speciation],transcript_5-7_ptro:0.00246757[&&NHX:label=speciation])1:0.0430055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0175688[&&NHX:label=speciation],((((((transcript_4-11_ppan:0[&&NHX:label=speciation],transcript_4-22_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_4-25_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_4-29_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(((transcript_5-11_ptro:0[&&NHX:label=speciation],transcript_5-22_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-25_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],transcript_5-29_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0430055[&&NHX:label=speciation],transcript_6-11_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_4-10_ppan:0[&&NHX:label=speciation],transcript_4-18_ppan:0[&&NHX:label=speciation])1:0[&&NHX:label=creation],(transcript_5-10_ptro:0[&&NHX:label=speciation],transcript_5-18_ptro:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.0430055[&&NHX:label=speciation],transcript_6-10_hsap:0.00660945[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";0;"((((((transcript_4-22_ppan:1,transcript_5-22_ptro:1)1:1,((transcript_4-29_ppan:1,transcript_5-29_ptro:1)1:1,(transcript_4-11_ppan:1,transcript_5-11_ptro:1)1:1)1:1)1:1,transcript_6-11_hsap:1)1:1,(((transcript_4-25_ppan:1,transcript_5-25_ptro:1)1:1,(transcript_4-10_ppan:1,transcript_5-10_ptro:1)1:1)1:1,transcript_6-10_hsap:1)1:1)1:1,(((transcript_4-18_ppan:1,transcript_5-18_ptro:1)1:1,((transcript_4-27_ppan:1,transcript_5-27_ptro:1)1:1,(transcript_4-7_ppan:1,transcript_5-7_ptro:1)1:1)1:1)1:1,transcript_6-7_hsap:1)1:1)1:1,transcript_7-7_ggor:1);";0.4383382797241211
